name,percentile,snr,snr_db_20log10
global,0,8.362870289602142e-07,-121.55289278377545
global,1,0.019526736699044707,-34.18740659569982
global,5,0.09806462079286575,-20.169752934103855
global,10,0.19673102349042895,-14.122542972613216
global,25,0.5013458430767059,-5.997251633454028
global,50,1.0791110396385193,0.6613227105456748
global,75,1.8855124711990356,5.508588185425348
global,90,2.7575140714645388,8.810354746043696
global,95,3.340867543220519,10.477185146471976
global,98,4.092471780776978,12.239713869216878
global,99,4.70271487236022,13.446972961631033
global,100,38.18473815917969,31.637796337995457
layer0.weight,0,9.692682851891732e-07,-120.27111994607245
layer0.weight,1,0.019803333599120378,-34.06523393028353
layer0.weight,5,0.09962245598435403,-20.032855116903104
layer0.weight,10,0.19928803294897082,-14.010375589535203
layer0.weight,25,0.5073572993278503,-5.893721741405957
layer0.weight,50,1.0929010510444641,0.771616872465572
layer0.weight,75,1.912482500076294,5.631949397766453
layer0.weight,90,2.806351113319397,8.962840126696253
layer0.weight,95,3.4055181384086604,10.64366395512215
layer0.weight,98,4.180789966583252,12.425167002547411
layer0.weight,99,4.769239077568054,13.568981875248875
layer0.weight,100,18.511865615844727,25.349003778448946
layer1.weight,0,8.362870289602142e-07,-121.55289278377545
layer1.weight,1,0.019264649227261545,-34.30477788516262
layer1.weight,5,0.09651045352220534,-20.30851287081263
layer1.weight,10,0.19390365481376648,-14.248280099963802
layer1.weight,25,0.49460044503211975,-6.114909944092231
layer1.weight,50,1.0634572505950928,0.5344007319050597
layer1.weight,75,1.8523221015930176,5.3543301737134525
layer1.weight,90,2.6899106740951537,8.594757165909233
layer1.weight,95,3.2306365847587597,10.185762137058076
layer1.weight,98,3.878805484771729,11.773960020932707
layer1.weight,99,4.345698966979981,12.761192776048258
layer1.weight,100,10.717496871948242,20.60186730855508
layer2.weight,0,0.000815790263004601,-61.76842965158731
layer2.weight,1,0.05984553650021553,-24.459364716437776
layer2.weight,5,0.29763558954000474,-10.526302800460662
layer2.weight,10,0.5984586894512177,-4.459318294594022
layer2.weight,25,1.6636440455913544,4.421207706802447
layer2.weight,50,4.090249061584473,12.234994845354198
layer2.weight,75,8.148018598556519,18.22103980264989
layer2.weight,90,12.877875709533694,22.196884547625533
layer2.weight,95,15.956948661804198,24.058996953787766
layer2.weight,98,19.515402297973633,25.807550166586257
layer2.weight,99,21.851558265686037,26.78964823494943
layer2.weight,100,38.18473815917969,31.637796337995457
